id html probability child_path
b6 &#9837;VI 0.571 5,b7,5/2,b6
b7 &#9837;VII 0.429 5,b7,5/2,b7
1 I 1 5,b7,D4,1
M2 ii 0.714 5,b7,M5,M2
5 V 0.286 5,b7,M5,5
1 I 1 5,b7,D3,1
1 I 1 5,b7,565,1
67 vi<sup>7</sup> 1 5,b7,47,67
b7 &#9837;VII 1 5,b7,M142,b7
b7 &#9837;VII 1 5,b7,46,b7
5 V 1 5,b7,M17,5
5 V 1 5,b7,b5,5
b7 &#9837;VII 1 5,b7,D77,b7
27 ii<sup>7</sup> 1 5,b7,D37,27
26 ii<sup>6</sup> 1 5,b7,464,26
6 vi 1 5,b7,3,6
4 IV 0.248 5,57,1,4
16 I<sup>6</sup> 0.113 5,57,1,16
56 V<sup>6</sup> 0.09 5,57,1,56
5 V 0.045 5,57,1,5
57/4 V<sup>7</sup>/IV 0.045 5,57,1,57/4
364 iii<sup>6</sup><sub>4</sub> 0.045 5,57,1,364
7/5 vii&deg;/V 0.045 5,57,1,7/5
2 ii 0.045 5,57,1,2
b3 &#9837;III 0.038 5,57,1,b3
57 V<sup>7</sup> 0.023 5,57,1,57
17 I<sup>7</sup> 0.023 5,57,1,17
3 iii 0.023 5,57,1,3
27 ii<sup>7</sup> 0.023 5,57,1,27
142 I<sup>4</sup><sub>2</sub> 0.023 5,57,1,142
6 vi 0.023 5,57,1,6
565 V<sup>6</sup><sub>5</sub> 0.023 5,57,1,565
66 vi<sup>6</sup> 0.023 5,57,1,66
242 ii<sup>4</sup><sub>2</sub> 0.015 5,57,1,242
57 V<sup>7</sup> 0.613 5,57,5,57
2 ii 0.073 5,57,5,2
1 I 0.056 5,57,5,1
565/6 V<sup>6</sup><sub>5</sub>/vi 0.048 5,57,5,565/6
4 IV 0.048 5,57,5,4
b7 &#9837;VII 0.048 5,57,5,b7
365 iii<sup>6</sup><sub>5</sub> 0.04 5,57,5,365
57/6 V<sup>7</sup>/vi 0.024 5,57,5,57/6
5/5 V/V 0.024 5,57,5,5/5
57 V<sup>7</sup> 0.237 5,57,164,57
D5 v 0.158 5,57,164,D5
b67 &#9837;VI<sup>7</sup> 0.158 5,57,164,b67
642 vi<sup>4</sup><sub>2</sub> 0.158 5,57,164,642
5 V 0.132 5,57,164,5
1 I 0.079 5,57,164,1
b36 &#9837;III<sup>6</sup> 0.079 5,57,164,b36
6 vi 0.8 5,57,56/6,6
664 vi<sup>6</sup><sub>4</sub> 0.2 5,57,56/6,664
164 I<sup>6</sup><sub>4</sub> 0.2 5,57,6,164
7/5 vii&deg;/V 0.2 5,57,6,7/5
67 vi<sup>7</sup> 0.2 5,57,6,67
5 V 1 5,57,56,5
2 ii 0.857 5,57,36,2
5 V 0.143 5,57,36,5
D47 IVb7 0.5 5,57,4,D47
1 I 0.167 5,57,4,1
5/6 V/vi 0.167 5,57,4,5/6
5 V 0.167 5,57,4,5
67 vi<sup>7</sup> 0.333 5,57,27,67
5 V 0.167 5,57,27,5
5 V 0.5 5,57,2,5
b37 &#9837;III<sup>7</sup> 1 5,57,b67,b37
56/2 V<sup>6</sup>/ii 0.5 5,57,47,56/2
565/2 V<sup>6</sup><sub>5</sub>/ii 0.5 5,57,47,565/2
5 V 0.6 5,57,b3,5
b6 &#9837;VI 0.4 5,57,b3,b6
47 IV<sup>7</sup> 0.4 5,57,17,47
57 V<sup>7</sup> 0.75 5,57,365,57
5 V 0.25 5,57,365,5
5 V 1 5,57,L57,5
5 V 1 5,57,57/5,5
47 IV<sup>7</sup> 1 5,57,Y57,47
57/5 V<sup>7</sup>/V 1 5,57,5/5,57/5
67 vi<sup>7</sup> 1 5,57,37,67
565 V<sup>6</sup><sub>5</sub> 1 5,57,46,565
57 V<sup>7</sup> 1 5,57,76/4,57
5 V 0.429 5,56,1,5
164 I<sup>6</sup><sub>4</sub> 0.143 5,56,1,164
4 IV 0.119 5,56,1,4
2 ii 0.086 5,56,1,2
6 vi 0.071 5,56,1,6
3 iii 0.029 5,56,1,3
16 I<sup>6</sup> 0.029 5,56,1,16
b7 &#9837;VII 0.014 5,56,1,b7
565/4 V<sup>6</sup><sub>5</sub>/IV 0.014 5,56,1,565/4
265 ii<sup>6</sup><sub>5</sub> 0.014 5,56,1,265
57/4 V<sup>7</sup>/IV 0.014 5,56,1,57/4
56 V<sup>6</sup> 0.014 5,56,1,56
5/6 V/vi 0.005 5,56,1,5/6
664 vi<sup>6</sup><sub>4</sub> 0.294 5,56,6,664
2 ii 0.176 5,56,6,2
66 vi<sup>6</sup> 0.176 5,56,6,66
1 I 0.088 5,56,6,1
47 IV<sup>7</sup> 0.088 5,56,6,47
56/6 V<sup>6</sup>/vi 0.088 5,56,6,56/6
27 ii<sup>7</sup> 0.059 5,56,6,27
5 V 0.029 5,56,6,5
1 I 0.517 5,56,564,1
6 vi 0.207 5,56,564,6
5 V 0.103 5,56,564,5
b3 &#9837;III 0.103 5,56,564,b3
542 V<sup>4</sup><sub>2</sub> 0.069 5,56,564,542
46 IV<sup>6</sup> 0.333 5,56,4,46
1 I 0.222 5,56,4,1
5 V 0.185 5,56,4,5
464 IV<sup>6</sup><sub>4</sub> 0.148 5,56,4,464
16 I<sup>6</sup> 0.111 5,56,4,16
564 V<sup>6</sup><sub>4</sub> 0.571 5,56,464,564
564/6 V<sup>6</sup><sub>4</sub>/vi 0.286 5,56,464,564/6
b36 &#9837;III<sup>6</sup> 0.143 5,56,464,b36
4 IV 0.222 5,56,5,4
b7 &#9837;VII 0.167 5,56,5,b7
16 I<sup>6</sup> 0.167 5,56,5,16
6 vi 0.167 5,56,5,6
67 vi<sup>7</sup> 0.111 5,56,5,67
4 IV 0.5 5,56,2,4
1 I 0.333 5,56,2,1
6 vi 0.167 5,56,2,6
5 V 1 5,56,17,5
564 V<sup>6</sup><sub>4</sub> 1 5,56,3,564
564/6 V<sup>6</sup><sub>4</sub>/vi 1 5,56,5/6,564/6
5 V 1 5,56,67,5
b5 v 1 5,56,b564,b5
342 iii<sup>4</sup><sub>2</sub> 1 5,56,37,342
5 V 1 5,56,b1,5
5 V 1 5,56,665,5
464 IV<sup>6</sup><sub>4</sub> 1 5,56,46,464
5 V 0.441 5,16,4,5
1 I 0.105 5,16,4,1
6 vi 0.105 5,16,4,6
16 I<sup>6</sup> 0.074 5,16,4,16
2 ii 0.059 5,16,4,2
664 vi<sup>6</sup><sub>4</sub> 0.047 5,16,4,664
67 vi<sup>7</sup> 0.023 5,16,4,67
27 ii<sup>7</sup> 0.023 5,16,4,27
5/6 V/vi 0.023 5,16,4,5/6
46 IV<sup>6</sup> 0.012 5,16,4,46
57 V<sup>7</sup> 0.012 5,16,4,57
76 vii&deg;<sup>6</sup> 0.008 5,16,4,76
164 I<sup>6</sup><sub>4</sub> 0.008 5,16,4,164
4 IV 0.5 5,16,1,4
16 I<sup>6</sup> 0.088 5,16,1,16
57 V<sup>7</sup> 0.088 5,16,1,57
2 ii 0.088 5,16,1,2
564 V<sup>6</sup><sub>4</sub> 0.088 5,16,1,564
164 I<sup>6</sup><sub>4</sub> 0.059 5,16,1,164
4 IV 0.409 5,16,6,4
2 ii 0.273 5,16,6,2
365 iii<sup>6</sup><sub>5</sub> 0.136 5,16,6,365
5 V 0.136 5,16,6,5
1 I 0.045 5,16,6,1
5 V 0.8 5,16,2,5
264 ii<sup>6</sup><sub>4</sub> 0.2 5,16,2,264
265 ii<sup>6</sup><sub>5</sub> 0.333 5,16,47,265
5 V 0.333 5,16,47,5
1 I 0.333 5,16,47,1
4 IV 0.333 5,16,5,4
6 vi 0.333 5,16,5,6
1 I 0.857 5,16,56,1
164 I<sup>6</sup><sub>4</sub> 0.143 5,16,56,164
6 vi 0.5 5,16,67,6
27 ii<sup>7</sup> 0.5 5,16,67,27
164 I<sup>6</sup><sub>4</sub> 1 5,16,26,164
1 I 1 5,16,564,1
16 I<sup>6</sup> 1 5,16,164,16
2 ii 1 5,16,57/2,2
27 ii<sup>7</sup> 1 5,16,b16,27
5 V 0.432 5,5/5,4,5
1 I 0.42 5,5/5,4,1
16 I<sup>6</sup> 0.068 5,5/5,4,16
3 iii 0.034 5,5/5,4,3
57/6 V<sup>7</sup>/vi 0.034 5,5/5,4,57/6
5/5 V/V 0.011 5,5/5,4,5/5
5 V 0.66 5,5/5,1,5
5/5 V/V 0.226 5,5/5,1,5/5
56 V<sup>6</sup> 0.113 5,5/5,1,56
1 I 0.273 5,5/5,6,1
5 V 0.25 5,5/5,6,5
4 IV 0.205 5,5/5,6,4
5/3 V/iii 0.068 5,5/5,6,5/3
57/6 V<sup>7</sup>/vi 0.068 5,5/5,6,57/6
56/6 V<sup>6</sup>/vi 0.068 5,5/5,6,56/6
47 IV<sup>7</sup> 0.068 5,5/5,6,47
1 I 0.375 5,5/5,5,1
5/5 V/V 0.344 5,5/5,5,5/5
57/6 V<sup>7</sup>/vi 0.094 5,5/5,5,57/6
542 V<sup>4</sup><sub>2</sub> 0.094 5,5/5,5,542
6 vi 0.094 5,5/5,5,6
4 IV 0.48 5,5/5,5/6,4
5/5 V/V 0.24 5,5/5,5/6,5/5
6 vi 0.16 5,5/5,5/6,6
5 V 0.12 5,5/5,5/6,5
5 V 0.429 5,5/5,5/2,5
4 IV 0.286 5,5/5,5/2,4
1 I 0.286 5,5/5,5/2,1
4 IV 0.87 5,5/5,27,4
6 vi 0.13 5,5/5,27,6
6 vi 0.692 5,5/5,2,6
5 V 0.231 5,5/5,2,5
4 IV 0.077 5,5/5,2,4
5/5 V/V 0.333 5,5/5,3,5/5
1 I 0.333 5,5/5,3,1
6 vi 0.333 5,5/5,3,6
1 I 0.5 5,5/5,L77,1
5 V 0.5 5,5/5,L77,5
3 iii 0.5 5,5/5,17,3
L77 vii<sup>7</sup> 0.5 5,5/5,17,L77
L76 vii<sup>6</sup> 0.5 5,5/5,37,L76
1 I 0.5 5,5/5,37,1
5/5 V/V 1 5,5/5,542/5,5/5
4 IV 1 5,5/5,L6,4
5 V 1 5,5/5,L4,5
1 I 1 5,5/5,M4,1
57/5 V<sup>7</sup>/V 1 5,5/5,564,57/5
4 IV 1 5,5/5,16,4
4 IV 0.262 5,37,6,4
5 V 0.136 5,37,6,5
47 IV<sup>7</sup> 0.117 5,37,6,47
27 ii<sup>7</sup> 0.107 5,37,6,27
1 I 0.087 5,37,6,1
36 iii<sup>6</sup> 0.058 5,37,6,36
5/5 V/V 0.049 5,37,6,5/5
D2 ii 0.029 5,37,6,D2
642 vi<sup>4</sup><sub>2</sub> 0.029 5,37,6,642
27 ii<sup>7</sup> 0.256 5,37,4,27
47 IV<sup>7</sup> 0.231 5,37,4,47
5 V 0.128 5,37,4,5
L4 &#9839;iv&deg; 0.128 5,37,4,L4
6 vi 0.115 5,37,4,6
67 vi<sup>7</sup> 0.09 5,37,4,67
26 ii<sup>6</sup> 0.051 5,37,4,26
67 vi<sup>7</sup> 0.413 5,37,47,67
27 ii<sup>7</sup> 0.261 5,37,47,27
1 I 0.13 5,37,47,1
5 V 0.087 5,37,47,5
365 iii<sup>6</sup><sub>5</sub> 0.065 5,37,47,365
6 vi 0.043 5,37,47,6
5 V 0.321 5,37,67,5
27 ii<sup>7</sup> 0.321 5,37,67,27
56 V<sup>6</sup> 0.107 5,37,67,56
47 IV<sup>7</sup> 0.107 5,37,67,47
2 ii 0.036 5,37,67,2
6 vi 0.75 5,37,564,6
4 IV 0.25 5,37,564,4
564/2 V<sup>6</sup><sub>4</sub>/ii 0.769 5,37,5/2,564/2
2 ii 0.231 5,37,5/2,2
67 vi<sup>7</sup> 0.444 5,37,27,67
37 iii<sup>7</sup> 0.222 5,37,27,37
27 ii<sup>7</sup> 1 5,37,C37,27
6 vi 1 5,37,5,6
47 IV<sup>7</sup> 0.5 5,37,57/2,47
27 ii<sup>7</sup> 1 5,37,Y37,27
66 vi<sup>6</sup> 0.5 5,37,16,66
5 V 1 5,37,542,5
365 iii<sup>6</sup><sub>5</sub> 1 5,37,3,365
4 IV 1 5,37,4/3,4
4 IV 1 5,37,D3,4
47 IV<sup>7</sup> 1 5,37,1,47
6 vi 1 5,37,565/6,6
564 V<sup>6</sup><sub>4</sub> 0.367 5,564,5,564
1 I 0.133 5,564,5,1
56 V<sup>6</sup> 0.122 5,564,5,56
2 ii 0.067 5,564,5,2
664 vi<sup>6</sup><sub>4</sub> 0.067 5,564,5,664
542 V<sup>4</sup><sub>2</sub> 0.067 5,564,5,542
4 IV 0.044 5,564,5,4
6 vi 0.033 5,564,5,6
5/6 V/vi 0.033 5,564,5,5/6
3 iii 0.033 5,564,5,3
565/5 V<sup>6</sup><sub>5</sub>/V 0.033 5,564,5,565/5
164 I<sup>6</sup><sub>4</sub> 0.4 5,564,1,164
16 I<sup>6</sup> 0.171 5,564,1,16
4 IV 0.129 5,564,1,4
6 vi 0.043 5,564,1,6
M142 I<sup>4</sup><sub>2</sub> 0.043 5,564,1,M142
3 iii 0.043 5,564,1,3
543/4 V<sup>4</sup><sub>3</sub>/IV 0.043 5,564,1,543/4
264 ii<sup>6</sup><sub>4</sub> 0.043 5,564,1,264
5 V 0.25 5,564,6,5
265 ii<sup>6</sup><sub>5</sub> 0.167 5,564,6,265
664 vi<sup>6</sup><sub>4</sub> 0.167 5,564,6,664
642 vi<sup>4</sup><sub>2</sub> 0.167 5,564,6,642
3 iii 0.083 5,564,6,3
17 I<sup>7</sup> 0.083 5,564,6,17
4 IV 0.083 5,564,6,4
6 vi 1 5,564,564/6,6
464 IV<sup>6</sup><sub>4</sub> 0.346 5,564,4,464
46 IV<sup>6</sup> 0.346 5,564,4,46
5 V 0.115 5,564,4,5
6 vi 0.115 5,564,4,6
57/6 V<sup>7</sup>/vi 0.077 5,564,4,57/6
4 IV 0.875 5,564,3,4
664 vi<sup>6</sup><sub>4</sub> 0.083 5,564,3,664
47 IV<sup>7</sup> 0.042 5,564,3,47
6 vi 0.5 5,564,37,6
4 IV 0.333 5,564,37,4
343 iii<sup>4</sup><sub>3</sub> 0.167 5,564,37,343
5 V 1 5,564,542,5
5 V 0.429 5,564,2,5
564 V<sup>6</sup><sub>4</sub> 0.429 5,564,2,564
564 V<sup>6</sup><sub>4</sub> 1 5,564,56,564
47 IV<sup>7</sup> 0.5 5,564,27,47
3 iii 0.5 5,564,27,3
4 IV 1 5,564,664,4
2 ii 1 5,564,5/2,2
543/2 V<sup>4</sup><sub>3</sub>/ii 1 5,564,57/2,543/2
27 ii<sup>7</sup> 1 5,564,243,27
3 iii 1 5,564,5/3,3
164 I<sup>6</sup><sub>4</sub> 0.291 5,164,5,164
4 IV 0.256 5,164,5,4
1 I 0.068 5,164,5,1
7/6 vii&deg;/vi 0.051 5,164,5,7/6
6 vi 0.051 5,164,5,6
66 vi<sup>6</sup> 0.051 5,164,5,66
5/5 V/V 0.051 5,164,5,5/5
D37 &#9837;III<sup>7</sup> 0.026 5,164,5,D37
56/5 V<sup>6</sup>/V 0.026 5,164,5,56/5
Y3 &#9837;III 0.026 5,164,5,Y3
b26 ii&deg;<sup>6</sup> 0.026 5,164,5,b26
67 vi<sup>7</sup> 0.026 5,164,5,67
57 V<sup>7</sup> 0.026 5,164,5,57
642 vi<sup>4</sup><sub>2</sub> 0.026 5,164,5,642
47 IV<sup>7</sup> 0.364 5,164,4,47
D3 &#9837;III 0.333 5,164,4,D3
6 vi 0.182 5,164,4,6
46 IV<sup>6</sup> 0.091 5,164,4,46
1 I 0.03 5,164,4,1
164 I<sup>6</sup><sub>4</sub> 0.69 5,164,57,164
1 I 0.103 5,164,57,1
56/6 V<sup>6</sup>/vi 0.103 5,164,57,56/6
4 IV 0.103 5,164,57,4
2 ii 0.6 5,164,6,2
5 V 0.4 5,164,6,5
5 V 0.6 5,164,1,5
464 IV<sup>6</sup><sub>4</sub> 0.2 5,164,1,464
b17 i<sup>7</sup> 0.2 5,164,1,b17
564 V<sup>6</sup><sub>4</sub> 0.5 5,164,67,564
17 I<sup>7</sup> 0.25 5,164,67,17
6 vi 1 5,164,37,6
16 I<sup>6</sup> 0.5 5,164,542,16
5 V 0.5 5,164,542,5
4 IV 0.5 5,164,16,4
1 I 0.5 5,164,16,1
5 V 0.6 5,164,b57,5
b5 v 0.4 5,164,b57,b5
4 IV 1 5,164,57/4,4
5 V 1 5,164,5/5,5
5 V 1 5,164,364,5
4 IV 1 5,164,3,4
4 IV 1 5,164,L27,4
67 vi<sup>7</sup> 1 5,164,27,67
464 IV<sup>6</sup><sub>4</sub> 1 5,164,L5,464
6 vi 1 5,164,56/6,6
4 IV 0.327 5,5/6,6,4
5 V 0.224 5,5/6,6,5
1 I 0.122 5,5/6,6,1
2 ii 0.082 5,5/6,6,2
b7 &#9837;VII 0.061 5,5/6,6,b7
47 IV<sup>7</sup> 0.061 5,5/6,6,47
642 vi<sup>4</sup><sub>2</sub> 0.034 5,5/6,6,642
5/6 V/vi 0.027 5,5/6,6,5/6
5/5 V/V 0.02 5,5/6,6,5/5
36 iii<sup>6</sup> 0.02 5,5/6,6,36
16 I<sup>6</sup> 0.02 5,5/6,6,16
5 V 0.37 5,5/6,4,5
1 I 0.261 5,5/6,4,1
2 ii 0.13 5,5/6,4,2
6 vi 0.087 5,5/6,4,6
5/6 V/vi 0.065 5,5/6,4,5/6
27 ii<sup>7</sup> 0.065 5,5/6,4,27
57/6 V<sup>7</sup>/vi 0.022 5,5/6,4,57/6
5 V 1 5,5/6,3,5
7/3 vii&deg;/iii 0.667 5,5/6,27,7/3
664 vi<sup>6</sup><sub>4</sub> 0.333 5,5/6,27,664
6 vi 1 5,5/6,56/6,6
5/6 V/vi 0.5 5,5/6,2,5/6
16 I<sup>6</sup> 0.5 5,5/6,2,16
4 IV 0.5 5,5/6,57/6,4
6 vi 0.5 5,5/6,57/6,6
4 IV 0.6 5,5/6,1,4
5 V 0.4 5,5/6,1,5
5 V 1 5,5/6,564,5
6 vi 1 5,5/6,664,6
6 vi 1 5,5/6,36,6
5/6 V/vi 1 5,5/6,442,5/6
5/6 V/vi 1 5,5/6,47/7,5/6
56/6 V<sup>6</sup>/vi 1 5,5/6,67,56/6
M5 v 1 5,5/6,56/5,M5
4 IV 0.311 5,7/6,6,4
5 V 0.235 5,7/6,6,5
46 IV<sup>6</sup> 0.104 5,7/6,6,46
3 iii 0.055 5,7/6,6,3
343 iii<sup>4</sup><sub>3</sub> 0.033 5,7/6,6,343
1 I 0.033 5,7/6,6,1
2 ii 0.016 5,7/6,6,2
16 I<sup>6</sup> 0.016 5,7/6,6,16
5/5 V/V 0.016 5,7/6,6,5/5
164 I<sup>6</sup><sub>4</sub> 0.016 5,7/6,6,164
642 vi<sup>4</sup><sub>2</sub> 0.016 5,7/6,6,642
57/5 V<sup>7</sup>/V 0.016 5,7/6,6,57/5
56 V<sup>6</sup> 0.016 5,7/6,6,56
47 IV<sup>7</sup> 0.016 5,7/6,6,47
66 vi<sup>6</sup> 0.016 5,7/6,6,66
37 iii<sup>7</sup> 0.016 5,7/6,6,37
b6 &#9837;VI 0.016 5,7/6,6,b6
56/6 V<sup>6</sup>/vi 0.016 5,7/6,6,56/6
5/2 V/ii 0.016 5,7/6,6,5/2
242 ii<sup>4</sup><sub>2</sub> 0.7 5,7/6,264,242
2 ii 0.3 5,7/6,264,2
4 IV 1 5,7/6,56/6,4
343 iii<sup>4</sup><sub>3</sub> 0.6 5,7/6,37,343
6 vi 1 5,7/6,76/6,6
4 IV 1 5,7/6,46,4
37 iii<sup>7</sup> 1 5,7/6,47,37
16 I<sup>6</sup> 1 5,7/6,67,16
5 V 1 5,7/6,4,5
7/7 vii&deg;/vii 1 5,7/6,D6,7/7
2 ii 0.387 5,542,5,2
542 V<sup>4</sup><sub>2</sub> 0.387 5,542,5,542
1 I 0.129 5,542,5,1
4 IV 0.048 5,542,5,4
4 IV 0.207 5,542,16,4
564 V<sup>6</sup><sub>4</sub> 0.207 5,542,16,564
67 vi<sup>7</sup> 0.103 5,542,16,67
76 vii&deg;<sup>6</sup> 0.086 5,542,16,76
543 V<sup>4</sup><sub>3</sub> 0.052 5,542,16,543
1 I 0.052 5,542,16,1
542 V<sup>4</sup><sub>2</sub> 0.052 5,542,16,542
57/2 V<sup>7</sup>/ii 0.052 5,542,16,57/2
M165 I<sup>6</sup><sub>5</sub> 0.052 5,542,16,M165
27 ii<sup>7</sup> 0.017 5,542,16,27
2 ii 0.017 5,542,16,2
564 V<sup>6</sup><sub>4</sub> 0.564 5,542,37,564
D3 &#9837;III 0.128 5,542,37,D3
542 V<sup>4</sup><sub>2</sub> 0.103 5,542,37,542
67 vi<sup>7</sup> 0.077 5,542,37,67
543 V<sup>4</sup><sub>3</sub> 0.051 5,542,37,543
27 ii<sup>7</sup> 0.051 5,542,37,27
565/6 V<sup>6</sup><sub>5</sub>/vi 0.026 5,542,37,565/6
6 vi 0.5 5,542,3,6
564 V<sup>6</sup><sub>4</sub> 0.25 5,542,3,564
4 IV 0.125 5,542,3,4
b16 i<sup>6</sup> 0.125 5,542,3,b16
5 V 0.625 5,542,1,5
565 V<sup>6</sup><sub>5</sub> 0.188 5,542,1,565
165 I<sup>6</sup><sub>5</sub> 0.188 5,542,1,165
3 iii 0.6 5,542,643,3
4 IV 0.4 5,542,643,4
47 IV<sup>7</sup> 1 5,542,6,47
26 ii<sup>6</sup> 1 5,542,164,26
164 I<sup>6</sup><sub>4</sub> 1 5,542,46,164
Y67 &#9837;VI<sup>7</sup> 1 5,542,D565,Y67
76 vii&deg;<sup>6</sup> 1 5,542,664,76
4 IV 0.224 5,56/6,6,4
56 V<sup>6</sup> 0.112 5,56/6,6,56
5 V 0.106 5,56/6,6,5
642 vi<sup>4</sup><sub>2</sub> 0.075 5,56/6,6,642
164 I<sup>6</sup><sub>4</sub> 0.056 5,56/6,6,164
26 ii<sup>6</sup> 0.056 5,56/6,6,26
1 I 0.056 5,56/6,6,1
3 iii 0.037 5,56/6,6,3
36 iii<sup>6</sup> 0.037 5,56/6,6,36
47 IV<sup>7</sup> 0.037 5,56/6,6,47
543/4 V<sup>4</sup><sub>3</sub>/IV 0.019 5,56/6,6,543/4
57/5 V<sup>7</sup>/V 0.019 5,56/6,6,57/5
56/2 V<sup>6</sup>/ii 0.019 5,56/6,6,56/2
565/5 V<sup>6</sup><sub>5</sub>/V 0.019 5,56/6,6,565/5
16 I<sup>6</sup> 0.019 5,56/6,6,16
2 ii 0.019 5,56/6,6,2
665 vi<sup>6</sup><sub>5</sub> 0.019 5,56/6,6,665
57/4 V<sup>7</sup>/IV 0.019 5,56/6,6,57/4
542/4 V<sup>4</sup><sub>2</sub>/IV 0.019 5,56/6,6,542/4
27 ii<sup>7</sup> 0.019 5,56/6,6,27
5/6 V/vi 0.019 5,56/6,6,5/6
6 vi 0.5 5,56/6,5/6,6
27 ii<sup>7</sup> 0.375 5,56/6,5/6,27
564/6 V<sup>6</sup><sub>4</sub>/vi 0.125 5,56/6,5/6,564/6
1 I 0.5 5,56/6,4,1
56/5 V<sup>6</sup>/V 0.5 5,56/6,4,56/5
6 vi 1 5,56/6,47,6
643 vi<sup>4</sup><sub>3</sub> 1 5,56/6,67,643
4 IV 1 5,56/6,L26,4
56/3 V<sup>6</sup>/iii 1 5,56/6,4/3,56/3
1 I 0.446 2,6,4,1
5 V 0.275 2,6,4,5
2 ii 0.155 2,6,4,2
3 iii 0.048 2,6,4,3
6 vi 0.02 2,6,4,6
47 IV<sup>7</sup> 0.016 2,6,4,47
5/6 V/vi 0.007 2,6,4,5/6
164 I<sup>6</sup><sub>4</sub> 0.005 2,6,4,164
4 IV 0.436 2,6,5,4
1 I 0.237 2,6,5,1
2 ii 0.142 2,6,5,2
6 vi 0.066 2,6,5,6
3 iii 0.051 2,6,5,3
b7 &#9837;VII 0.013 2,6,5,b7
542 V<sup>4</sup><sub>2</sub> 0.009 2,6,5,542
27 ii<sup>7</sup> 0.007 2,6,5,27
M5 v 0.007 2,6,5,M5
37 iii<sup>7</sup> 0.007 2,6,5,37
5 V 0.501 2,6,1,5
4 IV 0.201 2,6,1,4
2 ii 0.188 2,6,1,2
47 IV<sup>7</sup> 0.046 2,6,1,47
3 iii 0.024 2,6,1,3
L5 V 0.009 2,6,1,L5
b7 &#9837;VII 0.007 2,6,1,b7
6 vi 0.007 2,6,1,6
56 V<sup>6</sup> 0.007 2,6,1,56
5/6 V/vi 0.007 2,6,1,5/6
6 vi 0.577 2,6,2,6
1 I 0.082 2,6,2,1
3 iii 0.068 2,6,2,3
4 IV 0.068 2,6,2,4
5 V 0.061 2,6,2,5
5/6 V/vi 0.048 2,6,2,5/6
57/6 V<sup>7</sup>/vi 0.01 2,6,2,57/6
664 vi<sup>6</sup><sub>4</sub> 0.01 2,6,2,664
C2 &#9837;II 0.01 2,6,2,C2
56 V<sup>6</sup> 0.01 2,6,2,56
L7 vii 0.01 2,6,2,L7
Y2 &#9837;II 0.01 2,6,2,Y2
66 vi<sup>6</sup> 0.007 2,6,2,66
6 vi 0.481 2,6,3,6
4 IV 0.141 2,6,3,4
2 ii 0.107 2,6,3,2
5 V 0.078 2,6,3,5
1 I 0.053 2,6,3,1
5/5 V/V 0.039 2,6,3,5/5
36 iii<sup>6</sup> 0.034 2,6,3,36
M5 v 0.029 2,6,3,M5
D3 &#9837;III 0.015 2,6,3,D3
Y3 &#9837;III 0.015 2,6,3,Y3
47 IV<sup>7</sup> 0.01 2,6,3,47
6 vi 0.506 2,6,5/6,6
4 IV 0.117 2,6,5/6,4
2 ii 0.091 2,6,5/6,2
56/6 V<sup>6</sup>/vi 0.078 2,6,5/6,56/6
542/6 V<sup>4</sup><sub>2</sub>/vi 0.039 2,6,5/6,542/6
L7 vii 0.039 2,6,5/6,L7
564/6 V<sup>6</sup><sub>4</sub>/vi 0.039 2,6,5/6,564/6
66 vi<sup>6</sup> 0.039 2,6,5/6,66
664 vi<sup>6</sup><sub>4</sub> 0.039 2,6,5/6,664
57/6 V<sup>7</sup>/vi 0.013 2,6,5/6,57/6
4 IV 0.394 2,6,66,4
5 V 0.182 2,6,66,5
26 ii<sup>6</sup> 0.136 2,6,66,26
2 ii 0.136 2,6,66,2
6 vi 0.091 2,6,66,6
3 iii 0.045 2,6,66,3
5/6 V/vi 0.015 2,6,66,5/6
1 I 0.625 2,6,56,1
2 ii 0.109 2,6,56,2
26 ii<sup>6</sup> 0.078 2,6,56,26
L26 II<sup>6</sup> 0.063 2,6,56,L26
17 I<sup>7</sup> 0.063 2,6,56,17
6 vi 0.047 2,6,56,6
66 vi<sup>6</sup> 0.016 2,6,56,66
4 IV 0.315 2,6,b7,4
6 vi 0.278 2,6,b7,6
1 I 0.167 2,6,b7,1
L7 vii 0.056 2,6,b7,L7
M5 v 0.056 2,6,b7,M5
5 V 0.056 2,6,b7,5
57/6 V<sup>7</sup>/vi 0.019 2,6,b7,57/6
5 V 0.5 2,6,47,5
4 IV 0.175 2,6,47,4
1 I 0.1 2,6,47,1
2 ii 0.075 2,6,47,2
37 iii<sup>7</sup> 0.075 2,6,47,37
57/6 V<sup>7</sup>/vi 0.075 2,6,47,57/6
4 IV 0.526 2,6,664,4
6 vi 0.237 2,6,664,6
5/6 V/vi 0.079 2,6,664,5/6
66 vi<sup>6</sup> 0.079 2,6,664,66
26 ii<sup>6</sup> 0.079 2,6,664,26
6 vi 0.758 2,6,642,6
4 IV 0.091 2,6,642,4
47 IV<sup>7</sup> 0.091 2,6,642,47
2 ii 0.875 2,6,36,2
6 vi 0.125 2,6,36,6
6 vi 0.864 2,6,57/6,6
5/6 V/vi 0.136 2,6,57/6,5/6
6 vi 1 2,6,264,6
4 IV 0.85 2,6,164,4
37 iii<sup>7</sup> 0.15 2,6,164,37
37 iii<sup>7</sup> 0.692 2,6,27,37
57/6 V<sup>7</sup>/vi 0.308 2,6,27,57/6
